20200207;73;07;39;96;82;28;95;53;26;90;06;72;79;02;74;59;43;48;21;43;18;19;49;40;71;18;12;
20200208;91;12;88;40;00;56;65;39;81;91;20;31;25;30;02;78;97;71;51;42;54;16;41;15;59;64;52;
20200209;47;43;00;08;81;39;61;23;94;51;78;15;60;68;71;47;92;17;66;09;73;43;17;04;78;48;87;
20200210;45;06;19;21;78;84;60;77;62;57;02;59;96;98;41;78;26;01;02;76;84;97;25;69;99;64;83;
20200211;96;52;63;05;94;63;96;16;05;54;37;97;11;55;33;64;94;11;36;86;68;94;93;70;03;36;84;
20200212;47;97;38;77;48;19;44;54;65;81;96;80;59;49;61;29;55;97;22;64;68;43;62;64;71;47;49;
20200213;32;08;23;36;73;34;54;69;30;89;13;31;69;85;22;56;96;77;13;24;28;06;06;05;29;76;07;
20200214;55;02;63;90;04;12;74;69;05;83;41;89;99;83;92;05;25;88;62;44;69;88;21;34;68;33;70;
20200215;17;46;08;27;88;32;78;50;76;43;57;20;51;60;96;63;32;40;48;46;48;40;43;41;30;88;99;
20200216;76;32;49;94;67;84;56;23;89;89;23;33;93;40;78;73;95;77;54;81;05;37;04;49;92;75;51;
20200217;17;56;68;70;12;09;90;57;89;49;53;21;77;65;50;04;04;41;78;10;77;70;35;70;42;23;92;
20200218;16;33;79;42;75;92;76;73;91;16;53;50;12;09;26;02;01;87;71;73;70;64;03;48;41;40;59;
20200219;98;53;35;65;57;73;69;33;60;99;76;11;82;39;10;93;15;17;50;57;45;59;75;85;37;52;50;
20200220;04;61;06;36;42;68;89;67;15;14;49;07;44;15;99;55;91;95;48;05;83;94;94;93;31;40;22;
20200221;89;41;78;40;84;01;18;01;61;05;19;05;74;95;29;66;65;62;85;32;74;66;33;57;40;61;67;
20200222;47;40;53;68;99;19;73;34;63;87;86;15;23;76;14;91;34;89;70;95;78;84;57;33;60;62;32;
20200223;44;04;02;40;97;08;78;69;03;75;61;20;07;57;68;76;63;26;75;71;77;65;75;42;73;24;38;
20200224;09;06;60;89;49;41;54;70;41;21;50;46;51;13;38;19;34;63;37;37;11;23;35;31;68;80;65;
20200225;76;91;79;99;11;39;87;05;87;23;93;79;68;61;40;06;18;42;04;77;48;66;72;50;76;24;36;
20200226;46;19;34;14;80;98;82;05;51;12;70;64;16;63;14;91;82;30;87;53;03;10;62;83;96;47;19;
20200227;22;43;83;43;52;82;44;77;73;86;12;91;62;82;91;05;00;47;58;20;94;20;60;52;81;07;06;
20200228;82;71;82;55;41;55;96;80;07;88;34;24;15;82;09;70;46;57;39;59;04;23;89;65;98;27;96;
20200229;05;18;66;63;50;38;89;02;22;46;87;33;86;70;68;54;03;26;45;52;15;10;12;94;10;05;01;
20200301;35;77;04;55;88;46;18;16;49;77;72;69;89;11;09;08;15;13;01;60;62;72;47;18;30;81;19;
20200302;87;78;65;00;78;56;62;56;15;42;23;82;12;49;77;20;37;18;58;60;47;96;06;85;66;74;94;
20200303;23;76;37;28;00;99;25;14;29;54;92;40;26;18;88;10;11;81;53;35;98;58;06;66;16;72;35;
20200304;23;41;85;77;83;14;46;79;49;58;97;53;93;08;13;77;24;65;98;04;59;98;54;50;31;38;61;
20200305;91;59;51;84;66;05;79;76;38;07;98;93;90;53;66;97;63;80;77;53;83;81;39;33;26;05;04;
20200306;54;73;02;93;32;00;57;03;73;58;38;26;23;11;04;73;88;21;47;98;77;63;57;00;83;71;17;
20200307;68;73;36;44;12;08;99;44;14;56;65;31;03;62;87;30;15;76;77;61;10;58;75;06;83;85;12;
20200308;60;92;42;57;43;77;10;02;94;21;48;85;92;40;95;22;65;35;43;29;61;55;85;03;73;33;53;
20200309;73;77;96;88;79;53;78;64;61;06;71;81;02;89;56;79;09;14;37;28;82;61;85;64;80;76;95;
20200310;49;29;42;65;64;81;51;51;14;05;07;19;97;79;90;96;64;90;55;14;06;97;71;99;01;17;63;
20200311;24;94;80;40;29;50;98;60;25;79;25;59;02;34;29;41;02;26;91;99;45;65;74;45;79;21;11;
20200312;51;07;21;93;39;61;94;53;29;62;54;82;32;78;31;98;18;32;21;35;09;21;19;44;56;01;47;
20200313;18;41;87;22;31;24;89;05;40;11;23;19;00;83;84;62;40;00;81;00;52;14;87;92;82;02;99;
20200314;15;09;60;22;28;70;50;16;71;24;90;61;10;72;81;74;05;15;13;99;14;87;21;98;35;02;15;
20200315;01;15;61;73;14;46;37;46;36;86;00;32;51;84;71;88;24;14;15;20;30;98;56;85;10;24;18;
20200316;22;57;02;90;63;00;45;56;28;40;86;44;88;34;10;74;24;66;75;15;98;74;58;30;77;00;29;
20200317;67;03;49;72;46;69;11;27;35;97;51;84;66;90;43;88;15;38;12;30;82;11;24;93;25;74;65;
20200318;89;79;33;53;16;22;72;41;59;64;92;65;94;95;97;18;47;88;00;26;51;94;94;12;54;28;90;
20200319;74;72;85;32;74;51;79;51;63;42;27;23;04;06;04;89;63;22;29;67;10;71;12;81;19;36;79;
20200320;36;68;78;94;55;64;16;75;46;42;41;62;68;56;91;91;14;01;06;71;31;74;31;74;73;89;21;
20200321;21;03;98;24;96;15;37;98;72;90;28;43;21;24;14;35;77;51;34;86;12;14;06;91;48;90;26;
20200322;24;60;33;53;52;76;19;95;00;22;13;13;35;27;34;04;58;69;22;72;91;10;17;48;09;87;08;
20200323;23;96;63;01;38;15;96;54;74;17;15;52;19;11;75;10;03;57;04;87;51;90;14;56;87;07;93;
20200324;78;12;93;59;20;22;77;63;21;74;05;43;31;85;16;88;87;37;65;29;48;98;85;99;42;59;95;
20200325;96;43;40;33;82;68;13;73;00;57;64;66;88;37;55;84;45;18;11;82;84;17;73;68;19;21;48;
20200326;35;95;48;93;76;13;38;04;95;38;72;03;64;93;12;54;95;58;06;34;10;55;36;06;93;82;80;
20200327;55;57;94;62;67;28;70;48;71;45;78;09;32;79;23;93;44;38;79;84;04;76;11;82;38;99;54;
20200328;59;09;59;79;14;79;91;08;06;46;81;02;37;31;28;63;91;53;95;35;15;58;45;74;03;10;23;
20200329;14;88;92;97;95;09;80;11;37;13;47;89;51;63;97;79;23;83;66;51;42;56;02;24;66;52;88;
20200330;02;59;12;09;80;55;63;49;40;67;59;21;43;95;39;93;82;06;76;49;14;95;58;55;94;79;05;
20200331;19;79;94;08;68;73;91;70;19;61;84;12;63;15;55;38;57;58;76;85;57;30;89;17;45;96;10;
20200401;
20200402;
LOI DATA. Chưa rõ nguyên nhân 
20200422;
20200423;03;70;18;28;22;03;31;94;86;08;26;90;91;09;06;62;18;23;44;46;95;58;10;32;03;81;08;
20200424;50;37;02;45;50;18;99;81;58;10;69;07;71;71;27;93;18;71;63;61;79;03;61;46;12;49;81;
20200425;25;06;24;87;88;80;19;80;34;98;83;47;98;86;94;68;20;42;78;85;42;60;13;14;40;50;46;
20200426;67;68;98;19;59;93;67;40;22;17;55;06;37;10;84;03;64;06;78;33;95;80;85;08;75;40;42;
20200427;61;01;16;87;27;12;45;25;02;56;89;73;90;58;73;88;91;77;60;18;41;62;89;21;91;28;58;
20200428;63;06;36;27;36;33;07;22;68;41;80;41;95;72;46;13;73;69;58;70;16;97;31;83;34;49;25;
20200429;98;62;29;33;52;39;73;34;55;62;88;40;72;96;17;60;03;70;64;75;47;58;36;03;72;51;06;
20200430;02;83;22;09;05;16;34;18;92;42;71;88;55;75;61;94;33;80;23;72;45;95;32;37;69;19;99;
20200501;66;69;43;72;71;25;99;84;41;98;46;51;95;56;88;94;99;34;85;20;02;98;82;64;68;38;69;
20200502;32;84;34;70;70;55;12;87;00;59;01;18;30;94;31;94;45;23;43;14;52;24;28;99;24;70;46;
20200503;47;07;09;89;54;08;71;57;16;14;28;42;90;18;57;73;39;88;68;63;80;85;74;55;84;15;86;
20200504;62;17;84;10;89;29;48;53;79;29;93;91;01;81;22;30;08;83;10;59;67;22;67;79;97;80;22;
20200505;72;29;63;98;22;10;42;93;03;93;71;93;37;98;61;80;22;08;88;37;26;71;50;20;37;65;25;
20200506;36;45;26;94;68;43;30;84;16;86;35;43;31;72;41;74;29;45;26;20;13;73;13;25;36;53;15;
20200507;82;44;01;10;83;56;25;36;13;34;02;71;20;27;66;92;11;17;91;60;16;24;85;16;78;79;08;
20200508;41;17;28;57;55;59;07;54;57;48;04;13;23;79;74;68;74;28;10;03;59;45;07;42;67;86;95;
20200509;70;98;99;37;61;48;95;38;03;25;00;04;34;13;05;25;03;22;22;58;19;41;44;75;25;85;02;
20200510;65;05;80;09;48;54;51;76;46;16;42;02;74;02;89;09;34;80;16;70;52;36;94;22;80;59;44;
20200511;19;25;80;76;66;55;64;99;94;48;92;05;68;36;81;16;00;49;39;95;65;65;53;97;43;73;95;
20200512;09;93;97;29;61;42;24;52;80;76;44;12;42;18;61;46;68;00;85;33;25;27;88;33;22;62;35;
20200513;95;63;68;72;64;37;26;03;20;85;88;21;11;77;42;72;21;02;81;88;33;48;55;50;63;39;17;
20200514;63;43;75;46;07;45;83;71;65;67;77;71;74;72;93;45;04;46;28;42;81;78;24;15;44;90;12;
20200515;95;38;31;59;08;17;40;69;33;01;12;47;31;08;78;07;41;61;95;41;37;07;56;93;79;22;73;
20200516;46;78;61;30;75;65;35;36;51;75;71;13;08;92;30;79;45;72;28;82;11;51;28;24;44;23;52;
20200517;80;64;35;34;85;83;81;47;93;34;54;80;97;40;23;35;72;15;76;23;18;96;87;30;40;88;38;
20200518;54;63;49;49;68;16;11;84;34;42;76;67;11;15;52;90;42;74;96;16;83;10;79;35;03;46;42;
20200519;00;15;92;34;90;55;57;00;97;57;26;10;55;64;35;44;37;25;26;49;39;79;55;75;13;43;04;
20200520;65;85;41;64;10;76;58;51;84;98;05;61;68;73;59;08;63;07;42;43;12;39;37;88;05;28;12;
20200521;38;02;74;41;71;68;77;79;01;14;57;62;63;79;21;69;51;10;38;26;22;94;24;60;94;32;54;
20200522;98;82;18;08;50;97;98;81;51;40;82;36;39;12;77;67;42;25;41;84;26;98;37;78;93;87;66;
20200523;91;31;93;25;39;02;01;15;09;97;77;76;70;81;37;84;39;06;93;02;24;84;11;71;58;81;77;
20200524;79;31;86;82;65;48;56;91;15;95;37;32;36;14;83;87;46;50;83;85;82;48;14;22;57;12;19;
20200525;11;14;17;47;10;31;85;75;11;60;47;53;39;00;85;43;24;87;11;41;24;53;20;99;12;78;64;
20200526;54;31;51;24;88;61;64;79;44;48;74;89;15;94;69;01;82;09;65;97;51;55;10;71;50;00;61;
20200527;61;03;07;10;55;05;60;51;84;74;73;56;14;98;10;43;73;30;22;64;75;87;62;48;68;91;39;
20200528;13;78;44;87;87;34;62;78;58;87;92;55;03;19;94;89;81;63;80;63;92;42;13;45;10;50;71;
20200529;54;63;11;58;54;80;97;18;57;25;00;78;19;83;56;19;31;76;36;66;38;98;39;17;18;73;62;
20200530;64;26;50;15;65;22;40;32;71;24;12;40;45;45;09;22;69;02;95;72;80;81;88;80;17;44;75;
20200531;34;66;94;25;33;49;46;51;31;81;41;21;38;47;82;69;43;64;34;52;43;79;59;48;17;77;61;
20200601;23;33;66;61;49;64;13;76;88;77;08;27;78;43;29;68;13;08;98;20;91;61;88;59;03;51;52;
20200602;22;10;67;26;25;29;23;83;59;87;81;46;53;25;05;09;50;17;35;27;03;90;56;51;12;16;39;
20200603;00;36;03;32;93;93;11;01;80;62;95;90;44;30;77;44;50;84;27;48;77;35;33;79;09;33;75;
20200604;78;37;12;31;44;42;23;59;17;72;10;36;54;93;39;59;80;67;88;49;38;92;95;04;27;06;66;
20200605;13;36;76;22;20;66;26;99;02;13;01;00;80;47;42;47;38;03;53;08;30;26;47;31;23;38;42;
20200606;32;37;28;34;14;13;22;92;64;36;40;33;32;08;72;95;03;23;45;28;81;41;63;19;52;67;77;
20200607;39;54;28;28;76;94;50;03;38;18;42;74;66;48;19;61;32;45;21;83;21;08;19;27;55;64;91;
20200608;60;18;75;82;07;81;71;65;49;20;20;78;88;15;41;70;85;12;63;77;34;49;95;12;16;07;18;
20200609;70;06;96;64;24;26;28;80;07;38;54;95;95;98;78;13;47;64;21;09;91;62;14;83;98;97;36;
20200610;30;60;74;43;09;14;03;53;42;96;11;14;39;96;31;61;56;38;67;63;14;66;87;12;48;34;61;
20200611;34;18;83;19;37;31;07;68;91;35;35;10;34;40;66;41;97;30;59;07;04;32;59;43;45;00;90;
20200612;03;77;49;55;84;00;80;22;46;24;70;08;39;46;34;33;48;83;54;28;71;69;97;34;40;03;09;
20200613;61;67;32;51;59;62;08;61;67;48;04;06;21;39;53;64;50;73;75;95;19;37;06;79;30;39;38;
20200614;74;94;93;14;61;72;28;39;79;85;49;08;07;06;53;32;83;09;68;06;94;02;13;78;01;49;53;
20200615;52;00;42;24;64;27;72;55;48;03;53;87;04;20;49;51;17;79;79;64;37;51;38;98;72;30;41;
20200616;62;45;97;41;99;06;07;31;87;19;40;05;07;88;19;48;26;34;30;45;04;92;90;57;71;40;04;
20200617;17;18;59;44;31;07;22;35;63;21;63;50;77;41;77;02;60;78;77;82;74;57;78;93;77;51;79;
20200618;89;20;24;14;17;80;89;46;23;08;32;80;72;93;21;94;02;77;94;84;92;57;99;00;18;06;50;
20200619;30;57;13;46;32;46;36;60;88;20;04;03;35;13;08;30;73;69;43;64;44;38;17;56;64;38;59;
20200620;69;37;84;79;76;18;84;98;28;64;90;42;58;78;54;60;80;45;58;99;80;72;89;31;17;13;59;
20200621;27;02;11;35;39;05;53;01;61;05;67;90;70;25;96;65;02;98;86;27;40;59;21;95;36;04;99;
20200622;17;83;06;09;30;05;56;93;33;38;49;17;62;07;49;25;05;21;33;26;88;43;19;43;52;22;09;
20200623;62;56;01;66;38;31;43;36;21;38;33;65;06;33;76;20;44;94;30;67;47;89;42;52;70;54;01;
20200624;10;59;29;01;50;30;95;59;79;54;83;20;09;96;26;45;60;87;99;30;38;66;39;19;78;49;67;
20200625;82;51;46;74;09;77;81;20;28;94;11;04;70;20;87;76;28;74;80;33;22;13;79;98;72;42;92;
20200626;16;55;62;73;97;28;27;48;67;70;38;14;27;04;94;46;34;37;52;58;21;31;02;16;38;31;22;
20200627;36;90;98;78;66;87;36;61;79;94;39;06;10;97;81;31;34;99;36;20;41;07;48;25;35;52;46;
20200628;51;90;85;93;22;79;53;43;64;41;78;53;23;59;24;86;95;43;38;50;42;85;92;10;92;90;09;
20200629;20;82;56;57;78;08;15;14;90;45;66;19;90;00;37;52;81;71;74;46;52;26;12;78;29;76;28;
20200630;29;78;27;89;36;50;79;19;49;93;17;56;75;56;92;19;42;71;68;30;61;58;37;10;53;36;64;
20200701;35;61;43;97;53;68;02;71;85;95;21;65;74;87;28;88;55;49;43;96;04;26;37;86;91;00;55;
20200702;29;04;80;38;87;90;85;51;31;87;01;84;56;35;53;24;27;22;86;12;59;60;48;76;51;95;79;
20200703;27;19;17;28;49;57;52;28;70;11;39;82;84;02;46;42;29;52;16;78;89;58;47;32;27;98;06;
20200704;75;17;75;79;08;55;85;99;40;07;11;80;08;32;06;40;99;89;95;87;17;51;70;33;07;54;19;
20200705;70;00;41;24;01;67;58;81;55;94;41;16;56;98;52;90;11;16;11;43;25;44;56;59;77;50;98;
20200706;70;22;83;61;64;17;81;09;08;02;08;84;72;72;86;21;05;97;46;92;67;93;88;47;65;22;09;
20200707;60;82;67;28;97;79;81;30;74;84;06;02;17;09;56;04;30;77;03;83;11;16;49;58;22;80;41;
20200708;83;12;37;74;94;93;87;42;90;53;60;38;00;33;03;77;91;55;50;60;34;05;64;09;15;47;36;
20200709;91;97;17;80;42;10;94;41;71;53;16;47;23;77;14;75;20;70;13;47;33;74;90;88;89;21;20;
20200710;69;76;22;64;12;64;72;34;80;59;77;86;54;93;21;71;93;86;55;95;31;55;86;32;64;28;07;
20200711;16;57;62;87;35;13;97;86;19;04;49;93;45;28;41;28;90;48;28;26;17;88;18;36;09;56;74;
20200712;90;08;24;93;30;17;93;24;08;18;92;37;71;62;00;47;79;94;15;76;42;48;11;68;65;15;60;
20200713;08;09;00;00;28;48;40;07;26;15;56;66;19;33;06;72;90;93;80;83;84;04;47;43;90;87;20;
20200714;89;41;39;26;73;61;88;78;60;17;36;82;41;20;96;39;62;23;03;68;16;91;18;20;06;28;41;
20200715;02;47;37;01;91;34;61;81;58;85;82;11;94;42;04;99;50;41;18;43;61;00;50;97;52;25;37;
20200716;11;88;27;90;08;46;97;35;84;08;75;24;39;86;82;22;25;59;90;08;67;65;57;01;44;98;12;
20200717;14;07;79;85;13;91;41;96;01;50;95;13;02;28;50;16;78;68;96;89;15;98;22;05;38;35;59;
20200718;86;92;70;82;15;87;43;33;19;25;73;57;70;23;23;21;44;71;79;88;00;83;03;63;08;16;62;
20200719;34;81;14;19;34;02;14;69;11;71;06;94;39;41;78;66;80;59;78;39;50;43;08;12;66;04;29;
20200720;29;51;90;87;27;99;50;86;89;72;71;12;05;36;37;32;35;22;62;38;48;29;06;07;18;41;35;
20200721;88;23;19;63;36;86;44;46;73;10;42;43;97;36;92;44;45;21;66;24;92;87;01;49;33;42;74;
20200722;42;85;75;96;55;55;64;74;44;07;39;16;16;94;26;62;94;16;03;74;97;88;15;79;38;13;83;
20200723;92;44;61;35;30;00;07;17;32;90;21;50;56;67;55;76;05;85;35;19;67;42;32;65;03;69;10;
20200724;97;31;52;58;73;25;23;80;05;72;22;32;15;54;54;26;29;70;57;94;69;19;83;52;83;16;24;
20200725;08;55;22;99;30;69;59;68;11;54;47;79;10;26;80;02;09;98;01;40;65;25;85;07;48;04;17;
20200726;54;72;53;13;19;98;00;97;89;40;60;17;09;56;87;96;88;58;01;35;12;96;91;67;37;59;11;
20200727;31;99;43;48;49;67;36;17;77;42;83;55;68;38;90;06;89;54;14;35;50;36;91;96;01;79;25;
20200728;82;51;05;53;11;52;98;59;92;33;07;99;92;51;07;78;82;28;16;57;31;57;70;32;23;34;45;
20200729;17;86;79;81;27;49;79;93;98;70;06;49;53;13;90;29;66;09;92;95;62;17;71;78;23;54;64;
20200730;63;11;37;23;81;31;86;72;13;41;11;00;21;12;04;70;02;38;72;89;14;64;41;95;97;23;39;
20200731;62;52;87;66;02;56;29;03;15;17;71;46;71;92;32;35;05;93;95;71;28;12;33;42;81;03;87;
20200801;12;01;79;79;69;01;06;91;59;04;34;43;96;56;65;03;75;90;71;48;44;29;87;23;97;63;01;
20200802;11;04;23;25;95;99;57;08;56;61;30;13;12;55;67;80;82;64;00;70;93;92;19;03;06;00;71;
20200803;36;39;99;88;90;10;55;56;92;05;84;28;22;19;83;15;89;32;54;59;64;95;24;65;35;36;49;
20200804;17;82;47;75;59;08;44;01;83;88;14;56;06;70;01;07;57;39;50;71;40;01;38;21;74;87;38;
20200805;96;77;50;96;58;29;59;28;39;00;84;27;08;45;95;91;48;72;91;23;39;61;53;14;30;09;34;
20200806;75;75;55;86;60;86;66;68;28;24;70;29;31;68;02;51;18;19;35;45;27;63;09;47;81;65;90;
20200807;14;14;74;35;97;81;38;81;89;65;79;21;83;30;39;63;38;71;45;84;82;13;90;30;53;07;50;
